tourney_year_id;tourney_slug;tourney_round_name;match_id;round_order;match_order;match_time;match_duration;winner_name;winner_player_id;loser_name;loser_player_id;winner_sets_won;loser_sets_won;winner_games_won;loser_games_won;winner_tiebreaks_won;loser_tiebreaks_won;winner_aces;winner_double_faults;winner_first_serves_in;winner_first_serves_total;winner_service_points_won;winner_service_points_total;winner_first_serve_return_won;winner_first_serve_return_total;loser_aces;loser_double_faults;loser_first_serves_in;loser_first_serves_total;loser_service_points_won;loser_service_points_total;loser_first_serve_return_won;loser_first_serve_return_total
2017-580;australian-open;Round of 128;2017-580-n732-bi81;7;53;02:30:00;150;Yoshihito Nishioka;n732;Alex Bolt;bi81;3;1;19;16;0;0;1;4;67;115;72;115;22;70;19;5;70;118;70;118;21;67
2017-580;australian-open;3rd Round Qualifying;2017-580-bi81-b747;8;9;01:18:00;78;Alex Bolt;bi81;Julien Benneteau;b747;2;0;13;8;0;0;13;1;43;71;49;71;6;30;0;1;30;53;37;53;8;43
2017-580;australian-open;3rd Round Qualifying;2017-580-bk92-le01;8;12;02:18:00;138;Alexander Bublik;bk92;Duckhee Lee;le01;2;1;16;14;0;0;13;6;59;93;53;93;29;78;2;5;78;136;72;136;20;59
2017-580;australian-open;3rd Round Qualifying;2017-580-re44-pb22;8;8;02:10:00;130;Andrey Rublev;re44;Peter Polansky;pb22;2;1;16;13;0;0;5;4;54;86;56;86;23;61;9;1;61;103;60;103;16;54
2017-580;australian-open;3rd Round Qualifying;2017-580-f811-mi01;8;3;02:06:00;126;Bjorn Fratangelo;f811;Hiroki Moriya;mi01;2;1;16;14;0;0;5;0;75;111;71;111;19;65;1;1;65;90;61;90;26;75
2017-580;australian-open;3rd Round Qualifying;2017-580-mm79-mg47;8;14;02:33:00;153;Blake Mott;mm79;James McGee;mg47;2;1;16;15;1;0;1;4;70;113;67;113;23;62;1;5;62;100;57;100;28;70
2017-580;australian-open;3rd Round Qualifying;2017-580-e873-bf55;8;7;02:05:00;125;Ernesto Escobedo;e873;Yuki Bhambri;bf55;2;1;18;13;0;1;7;2;51;95;62;95;19;62;5;8;62;96;57;96;16;51
2017-580;australian-open;3rd Round Qualifying;2017-580-td51-sf62;8;2;01:44:00;104;Frances Tiafoe;td51;Tim Smyczek;sf62;2;1;16;11;0;0;6;0;47;74;50;74;16;48;4;3;48;88;51;88;13;47
2017-580;australian-open;3rd Round Qualifying;2017-580-sc47-ta29;8;10;02:11:00;131;Go Soeda;sc47;Marco Trungelliti;ta29;2;1;15;12;0;0;4;1;63;94;53;94;23;55;8;2;55;109;58;109;23;63
2017-580;australian-open;3rd Round Qualifying;2017-580-d646-w571;8;13;01:21:00;81;Ivan Dodig;d646;Di Wu;w571;2;0;13;6;0;0;6;3;33;48;31;48;17;41;1;6;41;75;36;75;7;33
2017-580;australian-open;3rd Round Qualifying;2017-580-m762-r548;8;6;01:32:00;92;Jurgen Melzer;m762;Rajeev Ram;r548;2;1;15;11;0;0;4;1;61;81;54;81;21;57;6;2;57;84;50;84;18;61
2017-580;australian-open;3rd Round Qualifying;2017-580-v495-sk67;8;16;02:26:00;146;Luca Vanni;v495;Jan Satral;sk67;2;1;16;14;0;0;11;3;54;89;62;89;21;65;4;7;65;122;75;122;15;54
2017-580;australian-open;3rd Round Qualifying;2017-580-l797-kb09;8;4;01:11:00;71;Lukas Lacko;l797;Denis Kudla;kb09;2;0;12;4;0;0;6;2;39;59;39;59;16;36;4;1;36;50;26;50;11;39
2017-580;australian-open;3rd Round Qualifying;2017-580-rc96-d864;8;5;01:02:00;62;Noah Rubin;rc96;Evgeny Donskoy;d864;2;0;12;6;0;0;3;0;26;46;36;46;14;37;2;1;37;64;35;64;4;26
2017-580;australian-open;3rd Round Qualifying;2017-580-s694-sj55;8;1;01:19:00;79;Radek Stepanek;s694;John-Patrick Smith;sj55;2;0;12;6;0;0;3;4;48;71;44;71;14;35;10;0;35;49;28;49;17;48
2017-580;australian-open;3rd Round Qualifying;2017-580-o522-rh16;8;15;01:13:00;73;Reilly Opelka;o522;Casper Ruud;rh16;2;0;13;9;1;0;16;0;33;55;48;55;12;48;2;1;48;70;46;70;4;33
2017-580;australian-open;3rd Round Qualifying;2017-580-f586-g602;8;11;01:47:00;107;Thomas Fabbiano;f586;Andre Ghem;g602;2;0;13;10;1;0;3;6;41;72;45;72;18;48;6;2;48;81;46;81;10;41
2017-580;australian-open;2nd Round Qualifying;2017-580-bi81-bc65;9;20;01:29:00;89;Alex Bolt;bi81;Matthias Bachinger;bc65;2;0;13;10;1;0;10;0;45;72;49;72;24;59;5;3;59;91;53;91;13;45
2017-580;australian-open;2nd Round Qualifying;2017-580-bk92-cg33;9;21;01:47:00;107;Alexander Bublik;bk92;Kimmer Coppejans;cg33;2;1;18;13;0;1;20;5;70;106;67;106;15;55;7;6;55;91;56;91;21;70
2017-580;australian-open;2nd Round Qualifying;2017-580-g602-ka46;9;23;01:31:00;91;Andre Ghem;g602;Yuya Kibi;ka46;2;1;14;10;0;0;1;3;46;73;47;73;17;40;0;1;40;69;38;69;14;46
2017-580;australian-open;2nd Round Qualifying;2017-580-re44-se73;9;3;01:31:00;91;Andrey Rublev;re44;Yuichi Sugita;se73;2;0;13;10;1;0;10;5;42;71;45;71;27;60;4;1;60;83;47;83;8;42
2017-580;australian-open;2nd Round Qualifying;2017-580-f811-te51;9;4;01:41:00;101;Bjorn Fratangelo;f811;Stefanos Tsitsipas;te51;2;1;16;10;0;0;2;1;40;66;49;66;13;46;5;2;46;87;49;87;9;40
2017-580;australian-open;2nd Round Qualifying;2017-580-mm79-k839;9;8;01:15:00;75;Blake Mott;mm79;Tobias Kamke;k839;2;0;12;6;0;0;6;2;39;57;36;57;19;37;0;2;37;65;32;65;10;39
2017-580;australian-open;2nd Round Qualifying;2017-580-rh16-e678;9;27;01:45:00;105;Casper Ruud;rh16;Jonathan Eysseric;e678;2;1;15;12;0;0;3;0;56;82;57;82;8;40;4;3;40;74;51;74;17;56
2017-580;australian-open;2nd Round Qualifying;2017-580-kb09-kc86;9;9;02:06:00;126;Denis Kudla;kb09;Darian King;kc86;2;1;16;14;0;0;7;0;63;98;60;98;25;71;4;2;71;103;60;103;21;63
2017-580;australian-open;2nd Round Qualifying;2017-580-w571-z246;9;32;01:00:00;60;Di Wu;w571;Miljan Zekic;z246;2;0;12;6;0;0;1;3;23;47;34;47;11;29;4;4;29;51;27;51;4;23
2017-580;australian-open;2nd Round Qualifying;2017-580-le01-mn44;9;24;02:07:00;127;Duckhee Lee;le01;Bradley Mousley;mn44;2;1;18;9;0;1;7;4;50;96;64;96;20;54;3;4;54;94;51;94;10;50
2017-580;australian-open;2nd Round Qualifying;2017-580-e873-i230;9;11;00:59:00;59;Ernesto Escobedo;e873;Tatsuma Ito;i230;2;0;12;4;0;0;2;0;28;44;31;44;14;30;4;1;30;45;22;45;8;28
2017-580;australian-open;2nd Round Qualifying;2017-580-d864-e690;9;6;01:57:00;117;Evgeny Donskoy;d864;Matthew Ebden;e690;2;1;17;14;1;0;4;1;67;103;72;103;7;51;11;9;51;89;62;89;17;67
2017-580;australian-open;2nd Round Qualifying;2017-580-td51-ra82;9;2;01:10:00;70;Frances Tiafoe;td51;Yannik Reuter;ra82;2;0;12;4;0;0;4;1;33;55;35;55;15;25;1;2;25;51;22;51;8;33
2017-580;australian-open;2nd Round Qualifying;2017-580-sc47-mb53;9;15;02:18:00;138;Go Soeda;sc47;Adrian Menendez-Maceiras;mb53;2;1;16;15;0;0;2;1;58;106;67;106;18;59;4;2;59;90;60;90;18;58
2017-580;australian-open;2nd Round Qualifying;2017-580-mi01-i236;9;25;01:59:00;119;Hiroki Moriya;mi01;Uladzimir Ignatik;i236;2;1;16;11;0;0;1;4;56;101;63;101;14;45;7;3;45;82;49;82;18;56
2017-580;australian-open;2nd Round Qualifying;2017-580-d646-db63;9;22;01:50:00;110;Ivan Dodig;d646;Laslo Djere;db63;2;1;13;11;0;0;7;5;33;71;43;71;16;48;5;5;48;75;42;75;9;33
2017-580;australian-open;2nd Round Qualifying;2017-580-mg47-me31;9;16;01:26:00;86;James McGee;mg47;Vincent Millot;me31;2;0;12;6;0;0;5;4;34;57;34;57;17;30;1;2;30;64;31;64;11;34
2017-580;australian-open;2nd Round Qualifying;2017-580-sk67-u134;9;28;02:32:00;152;Jan Satral;sk67;Yasutaka Uchiyama;u134;2;1;17;19;1;0;7;3;71;121;76;121;12;69;10;3;69;111;76;111;18;71
2017-580;australian-open;2nd Round Qualifying;2017-580-sj55-d750;9;29;01:02:00;62;John-Patrick Smith;sj55;Kenny De Schepper;d750;2;0;12;7;0;0;2;0;44;58;41;58;9;36;7;3;36;52;35;52;10;44
2017-580;australian-open;2nd Round Qualifying;2017-580-b747-cc32;9;14;01:06:00;66;Julien Benneteau;b747;Guilherme Clezar;cc32;2;0;13;5;0;0;9;2;28;52;36;52;11;21;2;4;21;51;24;51;3;28
2017-580;australian-open;2nd Round Qualifying;2017-580-m762-da81;9;7;01:08:00;68;Jurgen Melzer;m762;Taro Daniel;da81;2;0;12;5;0;0;1;0;32;48;31;48;15;36;3;3;36;57;28;57;8;32
2017-580;australian-open;2nd Round Qualifying;2017-580-v495-sl07;9;31;01:58:00;118;Luca Vanni;v495;Alexander Sarkissian;sl07;2;1;15;11;0;0;12;3;50;77;51;77;24;57;7;1;57;97;56;97;13;50
2017-580;australian-open;2nd Round Qualifying;2017-580-l797-g585;9;5;01:52:00;112;Lukas Lacko;l797;Maximo Gonzalez;g585;2;1;16;10;0;0;4;3;48;79;52;79;24;51;2;2;51;79;42;79;13;48
2017-580;australian-open;2nd Round Qualifying;2017-580-ta29-g967;9;30;00:27:00;27;Marco Trungelliti;ta29;Peter Gojowczyk;g967;1;0;5;0;0;0;1;0;19;27;17;27;4;6;0;2;6;16;5;16;7;19
2017-580;australian-open;2nd Round Qualifying;2017-580-rc96-cf59;9;18;01:52:00;112;Noah Rubin;rc96;Roberto Carballes Baena;cf59;2;1;15;12;0;0;5;5;51;95;46;95;14;37;2;5;37;78;36;78;19;51
2017-580;australian-open;2nd Round Qualifying;2017-580-pb22-be67;9;12;01:04:00;64;Peter Polansky;pb22;Mirza Basic;be67;2;0;12;7;0;0;6;0;27;46;35;46;9;34;5;1;34;61;35;61;7;27
2017-580;australian-open;2nd Round Qualifying;2017-580-s694-k834;9;1;02:41:00;161;Radek Stepanek;s694;Blaz Kavcic;k834;2;1;20;16;0;1;8;13;63;114;71;114;23;71;2;10;71;104;61;104;20;63
2017-580;australian-open;2nd Round Qualifying;2017-580-r548-a853;9;10;02:07:00;127;Rajeev Ram;r548;Marcelo Arevalo;a853;2;1;18;13;0;0;10;0;53;77;57;77;25;68;6;5;68;110;65;110;7;53
2017-580;australian-open;2nd Round Qualifying;2017-580-o522-kc12;9;26;01:27:00;87;Reilly Opelka;o522;Mitchell Krueger;kc12;2;0;13;9;1;0;21;3;51;80;55;80;11;47;7;1;47;65;42;65;13;51
2017-580;australian-open;2nd Round Qualifying;2017-580-f586-sq80;9;17;01:53:00;113;Thomas Fabbiano;f586;Akira Santillan;sq80;2;1;16;12;0;0;3;7;54;96;59;96;16;46;9;2;46;78;47;78;13;54
2017-580;australian-open;2nd Round Qualifying;2017-580-sf62-sk47;9;13;01:03:00;63;Tim Smyczek;sf62;Mohamed Safwat;sk47;2;0;12;7;0;0;5;2;41;54;39;54;5;26;6;2;26;55;34;55;10;41
2017-580;australian-open;2nd Round Qualifying;2017-580-bf55-kd70;9;19;01:08:00;68;Yuki Bhambri;bf55;Pedja Krstin;kd70;2;0;12;7;0;0;8;1;38;58;43;58;6;29;4;4;29;50;32;50;10;38
2017-580;australian-open;1st Round Qualifying;2017-580-mb53-bc72;10;50;01:57:00;117;Adrian Menendez-Maceiras;mb53;Daniel Brands;bc72;2;1;16;16;1;0;8;2;50;86;64;86;19;68;22;3;68;105;71;105;11;50
2017-580;australian-open;1st Round Qualifying;2017-580-sq80-y218;10;59;01:31:00;91;Akira Santillan;sq80;Elias Ymer;y218;2;0;13;9;1;0;4;4;36;78;48;78;11;36;1;3;36;64;36;64;10;36
2017-580;australian-open;1st Round Qualifying;2017-580-bi81-ca99;10;15;02:13:00;133;Alex Bolt;bi81;Marius Copil;ca99;2;1;18;15;0;1;10;4;61;99;72;99;12;56;15;10;56;117;75;117;12;61
2017-580;australian-open;1st Round Qualifying;2017-580-bk92-d981;10;17;01:58:00;118;Alexander Bublik;bk92;Arthur De Greef;d981;2;1;19;16;0;0;10;6;61;105;69;105;24;68;2;5;68;117;69;117;16;61
2017-580;australian-open;1st Round Qualifying;2017-580-sl07-l949;10;23;01:02:00;62;Alexander Sarkissian;sl07;Henri Laaksonen;l949;2;0;12;5;0;0;8;0;30;50;36;50;11;31;3;4;31;53;30;53;5;30
2017-580;australian-open;1st Round Qualifying;2017-580-g602-sg64;10;9;02:17:00;137;Andre Ghem;g602;Joao Souza;sg64;2;1;19;15;0;0;7;2;71;99;69;99;18;62;8;2;62;102;66;102;18;71
2017-580;australian-open;1st Round Qualifying;2017-580-re44-ph71;10;57;02:01:00;121;Andrey Rublev;re44;Max Purcell;ph71;2;1;18;12;0;1;8;3;67;102;70;102;19;60;2;2;60;107;64;107;17;67
2017-580;australian-open;1st Round Qualifying;2017-580-f811-z189;10;6;01:24:00;84;Bjorn Fratangelo;f811;Grega Zemlja;z189;2;0;13;10;1;0;8;3;47;72;54;72;9;43;10;3;43;71;46;71;11;47
2017-580;australian-open;1st Round Qualifying;2017-580-mm79-k596;10;52;00:48:00;48;Blake Mott;mm79;Alexander Kudryavtsev;k596;2;0;12;3;0;0;5;2;25;45;35;45;9;20;0;0;20;41;21;41;4;25
2017-580;australian-open;1st Round Qualifying;2017-580-k834-da67;10;44;00:47:00;47;Blaz Kavcic;k834;Matteo Donati;da67;1;0;6;2;0;0;2;1;23;33;28;33;7;24;4;5;24;44;24;44;4;23
2017-580;australian-open;1st Round Qualifying;2017-580-mn44-f724;10;53;01:44:00;104;Bradley Mousley;mn44;Marton Fucsovics;f724;2;1;15;10;0;0;7;4;66;90;54;90;14;42;4;7;42;79;42;79;23;66
2017-580;australian-open;1st Round Qualifying;2017-580-rh16-g681;10;28;01:18:00;78;Casper Ruud;rh16;Teymuraz Gabashvili;g681;2;0;12;8;0;0;5;1;43;64;37;64;12;36;3;5;36;59;30;59;16;43
2017-580;australian-open;1st Round Qualifying;2017-580-kc86-h896;10;46;00:52:00;52;Darian King;kc86;Jose Hernandez-Fernandez;h896;2;0;12;4;0;0;2;0;24;40;32;40;10;28;1;4;28;50;25;50;4;24
2017-580;australian-open;1st Round Qualifying;2017-580-kb09-sm09;10;18;01:31:00;91;Denis Kudla;kb09;Luke Saville;sm09;2;0;13;9;0;0;3;1;43;70;47;70;19;43;7;4;43;72;40;72;11;43
2017-580;australian-open;1st Round Qualifying;2017-580-w571-bh87;10;64;00:54:00;54;Di Wu;w571;Maverick Banes;bh87;2;0;12;2;0;0;4;2;23;43;31;43;15;31;1;2;31;50;24;50;4;23
2017-580;australian-open;1st Round Qualifying;2017-580-le01-kc29;10;5;02:41:00;161;Duckhee Lee;le01;Nicolas Kicker;kc29;2;1;18;13;0;0;9;4;67;114;66;114;25;62;7;7;62;111;60;111;23;67
2017-580;australian-open;1st Round Qualifying;2017-580-e873-mn13;10;21;01:33:00;93;Ernesto Escobedo;e873;Maximilian Marterer;mn13;2;0;14;11;1;0;4;0;47;69;52;69;23;74;7;2;74;101;64;101;11;47
2017-580;australian-open;1st Round Qualifying;2017-580-d864-pg20;10;11;02:07:00;127;Evgeny Donskoy;d864;Dmitry Popko;pg20;2;1;18;14;0;0;9;5;65;101;68;101;21;71;10;1;71;113;68;113;9;65
2017-580;australian-open;1st Round Qualifying;2017-580-td51-cf01;10;2;02:15:00;135;Frances Tiafoe;td51;Marco Cecchinato;cf01;2;1;18;15;0;0;5;5;57;103;66;103;20;63;5;2;63;92;61;92;14;57
2017-580;australian-open;1st Round Qualifying;2017-580-sc47-be54;10;29;01:26:00;86;Go Soeda;sc47;Ruben Bemelmans;be54;2;0;13;9;1;0;2;2;42;66;43;66;12;46;7;2;46;76;46;76;15;42
2017-580;australian-open;1st Round Qualifying;2017-580-cc32-mf90;10;36;01:00:00;60;Guilherme Clezar;cc32;Kristijan Mesaros;mf90;2;0;12;3;0;0;3;3;30;48;34;48;18;38;5;4;38;53;26;53;9;30
2017-580;australian-open;1st Round Qualifying;2017-580-mi01-bj05;10;51;00:58:00;58;Hiroki Moriya;mi01;Harry Bourchier;bj05;2;0;12;5;0;0;1;1;21;43;34;43;21;47;1;2;47;68;36;68;3;21
2017-580;australian-open;1st Round Qualifying;2017-580-d646-w471;10;38;01:05:00;65;Ivan Dodig;d646;Amir Weintraub;w471;2;0;12;4;0;0;5;3;23;42;34;42;14;33;3;2;33;58;28;58;4;23
2017-580;australian-open;1st Round Qualifying;2017-580-mg47-ph42;10;48;01:48:00;108;James McGee;mg47;Matija Pecotic;ph42;2;0;14;11;1;0;11;6;51;81;45;81;23;47;2;7;47;76;36;76;16;51
2017-580;australian-open;1st Round Qualifying;2017-580-sk67-g983;10;12;01:48:00;108;Jan Satral;sk67;Alessandro Giannessi;g983;2;0;14;12;2;0;7;4;40;79;48;79;14;51;6;5;51;82;46;82;11;40
2017-580;australian-open;1st Round Qualifying;2017-580-sj55-v620;10;60;01:19:00;79;John-Patrick Smith;sj55;Agustin Velotti;v620;2;0;13;9;1;0;9;0;40;56;40;56;13;40;2;2;40;74;43;74;10;40
2017-580;australian-open;1st Round Qualifying;2017-580-e678-bk19;10;40;01:30:00;90;Jonathan Eysseric;e678;Mathias Bourgue;bk19;2;1;13;11;0;0;4;4;45;74;46;74;14;36;2;2;36;66;44;66;12;45
2017-580;australian-open;1st Round Qualifying;2017-580-b747-mm66;10;26;01:11:00;71;Julien Benneteau;b747;Nikola Milojevic;mm66;2;0;12;6;0;0;5;1;23;44;32;44;11;31;4;5;31;61;32;61;6;23
2017-580;australian-open;1st Round Qualifying;2017-580-m762-da86;10;49;01:38:00;98;Jurgen Melzer;m762;Joris De Loore;da86;2;1;15;11;0;0;10;0;52;75;48;75;25;66;11;5;66;90;49;90;17;52
2017-580;australian-open;1st Round Qualifying;2017-580-d750-gb93;10;27;02:26:00;146;Kenny De Schepper;d750;Norbert Gombos;gb93;2;1;20;18;0;0;16;3;78;116;75;116;24;69;6;7;69;109;68;109;23;78
2017-580;australian-open;1st Round Qualifying;2017-580-cg33-sl08;10;37;01:10:00;70;Kimmer Coppejans;cg33;Tennys Sandgren;sl08;2;0;13;7;1;0;5;2;42;61;48;61;12;36;7;2;36;56;36;56;9;42
2017-580;australian-open;1st Round Qualifying;2017-580-db63-mf35;10;24;00:55:00;55;Laslo Djere;db63;Andrej Martin;mf35;2;0;12;2;0;0;2;0;27;44;31;44;10;22;0;0;22;45;21;45;6;27
2017-580;australian-open;1st Round Qualifying;2017-580-v495-gb53;10;63;02:08:00;128;Luca Vanni;v495;Federico Gaio;gb53;2;1;17;12;0;0;7;4;46;90;56;90;20;52;1;4;52;100;54;100;15;46
2017-580;australian-open;1st Round Qualifying;2017-580-l797-j400;10;10;01:06:00;66;Lukas Lacko;l797;Jeremy Jahn;j400;2;0;12;5;0;0;6;0;29;46;31;46;19;43;1;4;43;71;36;71;8;29
2017-580;australian-open;1st Round Qualifying;2017-580-a853-j0a6;10;33;00:56:00;56;Marcelo Arevalo;a853;Scott Jones;j0a6;2;0;12;4;0;0;2;0;18;34;32;34;15;32;1;2;32;58;28;58;2;18
2017-580;australian-open;1st Round Qualifying;2017-580-ta29-kc04;10;3;01:06:00;66;Marco Trungelliti;ta29;Jozef Kovalik;kc04;2;0;12;6;0;0;3;1;40;57;39;57;18;37;2;1;37;51;27;51;7;40
2017-580;australian-open;1st Round Qualifying;2017-580-e690-g806;10;39;00:45:00;45;Matthew Ebden;e690;Andrey Golubev;g806;2;0;12;3;0;0;3;1;30;38;33;38;16;30;2;4;30;48;23;48;1;30
2017-580;australian-open;1st Round Qualifying;2017-580-bc65-sf76;10;34;01:15:00;75;Matthias Bachinger;bc65;Franko Skugor;sf76;2;0;13;9;1;0;2;2;35;57;42;57;9;39;6;4;39;70;43;70;8;35
2017-580;australian-open;1st Round Qualifying;2017-580-g585-la93;10;42;01:36:00;96;Maximo Gonzalez;g585;Enrique Lopez-Perez;la93;2;0;14;12;2;0;7;3;54;76;58;76;12;53;9;2;53;80;56;80;9;54
2017-580;australian-open;1st Round Qualifying;2017-580-z246-b896;10;8;02:50:00;170;Miljan Zekic;z246;Benjamin Becker;b896;2;1;21;19;0;0;12;3;85;128;72;128;25;76;5;9;76;131;72;131;34;85
2017-580;australian-open;1st Round Qualifying;2017-580-be67-ga79;10;35;01:55:00;115;Mirza Basic;be67;Lorenzo Giustino;ga79;2;1;15;11;0;0;14;1;45;76;52;76;18;49;3;5;49;95;53;95;12;45
2017-580;australian-open;1st Round Qualifying;2017-580-kc12-c582;10;16;01:55:00;115;Mitchell Krueger;kc12;Marco Chiudinelli;c582;2;1;13;13;0;0;11;1;54;76;48;76;17;50;4;2;50;87;53;87;18;54
2017-580;australian-open;1st Round Qualifying;2017-580-sk47-s483;10;58;01:30:00;90;Mohamed Safwat;sk47;Pedro Sousa;s483;2;0;13;10;1;0;4;4;37;70;43;70;17;48;1;6;48;76;43;76;15;37
2017-580;australian-open;1st Round Qualifying;2017-580-rc96-sk94;10;56;02:07:00;127;Noah Rubin;rc96;Cedrik-Marcel Stebe;sk94;2;1;17;15;0;0;2;0;56;85;58;85;23;69;2;10;69;114;65;114;15;56
2017-580;australian-open;1st Round Qualifying;2017-580-kd70-kh56;10;47;01:50:00;110;Pedja Krstin;kd70;Zdenek Kolar;kh56;2;1;16;12;0;0;8;3;50;80;52;80;14;46;9;4;46;96;52;96;12;50
2017-580;australian-open;1st Round Qualifying;2017-580-g967-me64;10;41;00:41:00;41;Peter Gojowczyk;g967;Saketh Myneni;me64;2;0;12;2;0;0;8;1;26;41;32;41;9;22;1;3;22;40;16;40;3;26
2017-580;australian-open;1st Round Qualifying;2017-580-pb22-lc11;10;22;01:06:00;66;Peter Polansky;pb22;Tristan Lamasine;lc11;2;0;12;6;0;0;4;0;28;45;35;45;16;37;2;1;37;63;35;63;6;28
2017-580;australian-open;1st Round Qualifying;2017-580-s694-bh02;10;1;02:20:00;140;Radek Stepanek;s694;Sekou Bangoura;bh02;2;1;18;12;0;1;2;6;60;98;59;98;28;63;1;3;63;90;49;90;19;60
2017-580;australian-open;1st Round Qualifying;2017-580-r548-i305;10;20;01:26:00;86;Rajeev Ram;r548;Ilya Ivashka;i305;2;0;12;8;0;0;1;2;45;76;48;76;13;38;8;2;38;62;37;62;13;45
2017-580;australian-open;1st Round Qualifying;2017-580-o522-n679;10;54;01:09:00;69;Reilly Opelka;o522;Stefano Napolitano;n679;2;0;13;8;0;0;25;5;40;66;47;66;9;36;4;2;36;56;37;56;5;40
2017-580;australian-open;1st Round Qualifying;2017-580-cf59-me05;10;32;01:23:00;83;Roberto Carballes Baena;cf59;Marinko Matosevic;me05;2;0;12;6;0;0;6;3;45;63;43;63;10;37;7;5;37;64;35;64;13;45
2017-580;australian-open;1st Round Qualifying;2017-580-te51-v784;10;61;00:48:00;48;Stefanos Tsitsipas;te51;Gavin Van Peperzeel;v784;2;0;12;3;0;0;9;3;25;40;30;40;16;32;2;4;32;50;21;50;3;25
2017-580;australian-open;1st Round Qualifying;2017-580-da81-sf41;10;13;01:40:00;100;Taro Daniel;da81;Aldin Setkic;sf41;2;0;13;9;0;0;4;2;49;76;44;76;18;37;2;2;37;64;33;64;20;49
2017-580;australian-open;1st Round Qualifying;2017-580-i230-mn20;10;43;01:37:00;97;Tatsuma Ito;i230;Daniel Masur;mn20;2;0;13;10;1;0;3;2;52;78;47;78;16;48;5;4;48;64;37;64;20;52
2017-580;australian-open;1st Round Qualifying;2017-580-f586-ka98;10;31;02:10:00;130;Thomas Fabbiano;f586;Bradley Klahn;ka98;2;1;18;14;0;1;4;5;54;95;66;95;13;56;13;3;56;102;63;102;10;54
2017-580;australian-open;1st Round Qualifying;2017-580-sf62-sh91;10;25;01:11:00;71;Tim Smyczek;sf62;Jordi Samper-Montana;sh91;2;0;12;6;0;0;8;1;33;50;36;50;10;28;2;2;28;57;30;57;10;33
2017-580;australian-open;1st Round Qualifying;2017-580-k839-n674;10;14;01:31:00;91;Tobias Kamke;k839;Dennis Novikov;n674;2;0;13;10;1;0;6;5;43;75;53;75;12;47;7;3;47;84;52;84;6;43
2017-580;australian-open;1st Round Qualifying;2017-580-i236-pd07;10;19;01:51:00;111;Uladzimir Ignatik;i236;Vasek Pospisil;pd07;2;1;15;13;0;0;11;2;65;98;61;98;8;47;13;4;47;79;52;79;18;65
2017-580;australian-open;1st Round Qualifying;2017-580-me31-bh76;10;30;01:03:00;63;Vincent Millot;me31;Riccardo Bellotti;bh76;2;0;12;4;0;0;1;5;27;51;32;51;22;35;1;3;35;58;26;58;6;27
2017-580;australian-open;1st Round Qualifying;2017-580-ra82-d916;10;55;02:02:00;122;Yannik Reuter;ra82;Steven Diez;d916;2;1;14;13;0;0;4;1;67;95;53;95;21;54;7;3;54;90;49;90;23;67
2017-580;australian-open;1st Round Qualifying;2017-580-u134-tc11;10;62;01:38:00;98;Yasutaka Uchiyama;u134;Marko Tepavac;tc11;2;0;13;10;1;0;6;3;54;73;46;73;16;46;6;6;46;85;45;85;18;54
2017-580;australian-open;1st Round Qualifying;2017-580-se73-pg94;10;4;00:57:00;57;Yuichi Sugita;se73;Marc Polmans;pg94;2;0;12;2;0;0;6;1;24;43;31;43;19;37;0;2;37;52;23;52;4;24
2017-580;australian-open;1st Round Qualifying;2017-580-bf55-ke64;10;7;01:11:00;71;Yuki Bhambri;bf55;Stefan Kozlov;ke64;2;0;12;5;0;0;0;3;33;52;32;52;23;47;1;3;47;64;29;64;9;33
2017-580;australian-open;1st Round Qualifying;2017-580-ka46-ba23;10;45;01:27:00;87;Yuya Kibi;ka46;Brian Baker;ba23;2;0;13;9;1;0;2;3;60;81;53;81;14;37;3;2;37;65;40;65;18;60
2017-747;beijing;Finals;2017-747-n409-ke17;1;1;01:32:00;92;Rafael Nadal;n409;Nick Kyrgios;ke17;2;0;12;3;0;0;2;1;37;56;37;56;10;31;8;5;31;64;31;64;11;37
2017-747;beijing;Semi-Finals;2017-747-ke17-z355;2;2;01:18:00;78;Nick Kyrgios;ke17;Alexander Zverev;z355;2;0;13;8;0;0;11;0;39;56;46;56;7;30;0;2;30;57;37;57;5;39
2017-747;beijing;Semi-Finals;2017-747-n409-d875;2;1;02:16:00;136;Rafael Nadal;n409;Grigor Dimitrov;d875;2;1;16;10;0;0;1;1;61;90;59;90;18;54;10;6;54;84;49;84;20;61
2017-747;beijing;Quarter-Finals;2017-747-z355-re44;3;2;01:10:00;70;Alexander Zverev;z355;Andrey Rublev;re44;2;0;12;5;0;0;9;4;42;67;43;67;13;26;0;4;26;46;23;46;12;42
2017-747;beijing;Quarter-Finals;2017-747-d875-bd06;3;3;02:29:00;149;Grigor Dimitrov;d875;Roberto Bautista Agut;bd06;2;1;17;14;1;0;12;4;56;94;63;94;15;51;4;4;51;99;61;99;14;56
2017-747;beijing;Quarter-Finals;2017-747-ke17-d632;3;4;00:30:00;30;Nick Kyrgios;ke17;Steve Darcis;d632;2;0;9;0;0;0;12;2;17;28;21;28;10;13;0;3;13;21;5;21;1;17
2017-747;beijing;Quarter-Finals;2017-747-n409-i186;3;1;01:44:00;104;Rafael Nadal;n409;John Isner;i186;2;0;13;10;1;0;5;0;40;68;52;68;18;58;22;2;58;73;46;73;11;40
